timestamp,ecg_value,filtered
0,0,-69.0896822012564
0.0040125786163522,0,-69.798620295073
0.0080251572327044,0,-70.5074984116844
0.0120377358490566,0,-71.2162316372989
0.0160503144654088,0,-71.9247344053492
0.020062893081761,0,-72.6329205070689
0.0240754716981132,0,-73.3407031023668
0.0280880503144654,0,-74.0479947310044
0.0321006289308176,0,-74.7547073240773
0.0361132075471698,0,-75.4607522158085
0.040125786163522,0,-76.1660401556572
0.0441383647798742,0,-76.8704813207444
0.0481509433962264,0,-77.5739853285897
0.0521635220125786,0,-78.2764612501488
0.0561761006289308,0,-78.9778176231544
0.060188679245283,0,-79.677962465792
0.0642012578616352,0,-80.3768032907664
0.0682138364779874,0,-81.0742471197938
0.0722264150943396,0,-81.7702004984474
0.0762389937106918,0,-82.4645695111515
0.080251572327044,0,-83.1572597961172
0.0842641509433962,0,-83.8481765603445
0.0882767295597484,0,-84.5372245954172
0.0922893081761006,0,-85.2243082951367
0.0963018867924528,0,-85.9093316751716
0.100314465408805,0,-86.5921983925288
0.104327044025157,0,-87.2728117603899
0.108339622641509,0,-87.9510747553982
0.112352201257862,0,-88.6268900227755
0.116364779874214,0,-89.3001598962144
0.120377358490566,0,-89.970786450765
0.124389937106918,0,-90.638671581421
0.12840251572327,0,-91.3037170500513
0.132415094339623,0,-91.9658244126769
0.136427672955975,0,-92.6248948033522
0.140440251572327,0,-93.2808287431027
0.144452830188679,0,-93.9335263412831
0.148465408805032,0,-94.5828881596006
0.152477987421384,0,-95.2288163506886
0.156490566037736,0,-95.8712147051873
0.160503144654088,0,-96.509986028032
0.16451572327044,0,-97.1450272296473
0.168528301886793,0,-97.7762266495536
0.172540880503145,0,-98.4034709995563
0.176553459119497,0,-99.0266646358857
0.180566037735849,0,-99.6457483392699
0.184578616352201,0,-100.260687466841
0.188591194968553,0,-100.871404902543
0.192603773584906,0,-101.477686217693
0.196616352201258,0,-102.079166750139
0.20062893081761,0,-102.675536497775
0.204641509433962,0,-103.266948531877
0.208654088050315,0,-103.854276992954
0.212666666666667,0,-104.438607509507
0.216679245283019,0,-105.019677088338
0.220691823899371,0,-105.594230405472
0.224704402515723,0,-106.156754820568
