timestamp,ecg_value
0,0
0.00400476758045292,0
0.00800953516090584,0
0.0120143027413588,653
0.0160190703218117,651
0.0200238379022646,0
0.0240286054827175,653
0.0280333730631704,0
0.0320381406436234,0
0.0360429082240763,0
0.0400476758045292,0
0.0440524433849821,0
0.048057210965435,0
0.052061978545888,653
0.0560667461263409,653
0.0600715137067938,0
0.0640762812872467,0
0.0680810488676996,19
0.0720858164481526,653
0.0760905840286055,653
0.0800953516090584,0
0.0841001191895113,0
0.0881048867699643,652
0.0921096543504172,653
0.0961144219308701,653
0.100119189511323,0
0.104123957091776,392
0.108128724672229,0
0.112133492252682,0
0.116138259833135,653
0.120143027413588,653
0.124147794994041,0
0.128152562574494,0
0.132157330154946,0
0.136162097735399,653
0.140166865315852,653
0.144171632896305,0
0.148176400476758,0
0.152181168057211,0
0.156185935637664,0
0.160190703218117,0
0.16419547079857,0
0.168200238379023,0
0.172205005959476,652
0.176209773539929,0
0.180214541120381,0
0.184219308700834,653
0.188224076281287,0
0.19222884386174,0
0.196233611442193,0
0.200238379022646,0
0.204243146603099,0
0.208247914183552,0
0.212252681764005,0
0.216257449344458,0
0.220262216924911,0
0.224266984505364,653
0.228271752085817,652
0.232276519666269,0
0.236281287246722,0
0.240286054827175,0
0.244290822407628,0
0.248295589988081,0
0.252300357568534,0
0.256305125148987,653
0.26030989272944,653
0.264314660309893,653
0.268319427890346,583
0.272324195470799,0
0.276328963051252,0
0.280333730631704,0
0.284338498212157,651
0.28834326579261,652
0.292348033373063,0
0.296352800953516,653
0.300357568533969,653
0.304362336114422,653
0.308367103694875,0
0.312371871275328,0
0.316376638855781,0
0.320381406436234,0
0.324386174016687,653
0.328390941597139,651
0.332395709177592,652
0.336400476758045,0
0.340405244338498,652
0.344410011918951,653
0.348414779499404,133
0.352419547079857,0
0.35642431466031,653
0.360429082240763,653
0.364433849821216,0
0.368438617401669,653
0.372443384982122,653
0.376448152562575,653
0.380452920143028,0
0.38445768772348,0
0.388462455303933,652
0.392467222884386,652
0.396471990464839,0
0.400476758045292,0
0.404481525625745,653
0.408486293206198,653
0.412491060786651,0
0.416495828367104,0
0.420500595947557,0
0.42450536352801,652
0.428510131108463,653
0.432514898688915,652
0.436519666269368,0
0.440524433849821,305
0.444529201430274,0
0.448533969010727,0
0.45253873659118,653
0.456543504171633,653
0.460548271752086,653
0.464553039332539,0
0.468557806912992,653
0.472562574493445,652
0.476567342073898,653
0.48057210965435,653
0.484576877234803,0
0.488581644815256,0
0.492586412395709,653
0.496591179976162,0
0.500595947556615,653
0.504600715137068,653
0.508605482717521,0
0.512610250297974,0
0.516615017878427,0
0.52061978545888,0
0.524624553039333,653
0.528629320619786,0
0.532634088200238,0
0.536638855780691,653
0.540643623361144,653
0.544648390941597,653
0.54865315852205,0
0.552657926102503,0
0.556662693682956,653
0.560667461263409,653
0.564672228843862,653
0.568676996424315,653
0.572681764004768,653
0.576686531585221,653
0.580691299165673,653
0.584696066746126,0
0.588700834326579,0
0.592705601907032,0
0.596710369487485,652
0.600715137067938,653
0.604719904648391,653
0.608724672228844,653
0.612729439809297,653
0.61673420738975,653
0.620738974970203,0
0.624743742550656,653
0.628748510131108,0
0.632753277711561,0
0.636758045292014,652
0.640762812872467,0
0.64476758045292,0
0.648772348033373,652
0.652777115613826,559
0.656781883194279,652
0.660786650774732,0
0.664791418355185,0
0.668796185935638,653
